num,x,y
369,128.5791122,35.86697503
370,128.5988248,35.86759397
371,128.5819309,35.86661899
372,128.5819337,35.86458887
373,128.585303,35.87731669
374,128.7320748,35.96833324
375,128.579438,35.87210754
376,128.5798208,35.86357538
377,128.7243352,35.95807924
378,128.5930604,35.86371604
379,128.5948183,35.86237232
380,128.5971648,35.85900335
381,128.5968296,35.86310984
382,128.5909066,35.86846308
383,128.5905228,35.87079292
384,128.5857511,35.86440279
385,128.5881801,35.86873729
386,128.6563334,35.88907355
387,128.5862759,35.87040268
388,128.5980997,35.85856942
389,128.7387304,35.87233806
390,128.7505151,35.85961186
391,128.6630047,35.88606625
392,128.6095304,35.86631538
393,128.6532237,35.98601326
394,128.60502,35.86737858
395,128.6037858,35.86817334
396,128.6114781,35.86286261
397,128.717722,35.95532715
398,128.7447994,35.87407446
399,128.6121809,35.87016986
400,128.6556382,35.97089737
401,128.5825515,35.87176946
402,128.6021008,35.8714662
403,128.5872503,35.86273372
404,128.5827403,35.86146303
405,128.6022082,35.86595423
406,128.6757491,35.98495887
407,128.6013529,35.86840338
408,128.6025529,35.8690026
409,128.680038,35.97410886
410,128.590486,35.85691476
411,128.6395486,35.9835961
412,128.5845678,35.87274976
413,128.5912999,35.87142768
414,128.7087197,35.97013643
415,128.6006342,35.85611783
416,128.6305997,35.97909204
417,128.5976222,35.860688
418,128.5851264,35.86268217
419,128.5895681,35.85736492
420,128.6338712,35.98154009
421,128.5869356,35.87279328
422,128.5900594,35.87388621
423,128.5896697,35.86541861
424,128.7539334,35.87382439
425,128.7073054,35.94839537
426,128.597737,35.87049315
427,128.7133146,35.95777412
428,128.7153946,35.95880303
429,128.7400949,35.9630945
430,128.5862775,35.87811261
431,128.5814514,35.87484046
432,128.5944299,35.86544167
433,128.7333601,35.96442448
434,128.5924331,35.86645938
435,128.5921533,35.86961794
436,128.758136,35.87771607
437,128.5827173,35.85957115
438,128.5977312,35.86381817
439,128.742416,35.88260742
440,128.5871702,35.86054528
441,128.5853904,35.86795687
442,128.5847582,35.8582173
443,128.5816585,35.87274746
444,128.7618438,35.88751532
445,128.6033768,35.85762951
446,128.606838,35.86565592
447,128.6524341,35.87145086
448,128.5932553,35.87670385
449,128.5895579,35.87149123
450,128.6026569,35.86059549
451,128.7383319,35.86388041
452,128.5886323,35.86388517
453,128.7371576,35.87564992
454,128.7365523,35.88526719
455,128.7092963,35.88166317
456,128.7524711,35.87546363
457,128.6875867,35.87982665
458,128.6034844,35.87453071
459,128.6091157,35.87006007
460,128.607306,35.86981809
461,128.6882732,35.88145271
462,128.6219773,35.98871765
463,128.681232,35.8868376
464,128.7197658,35.88266145
465,128.7120043,35.87868542
466,128.5833386,35.86833055
467,128.5827454,35.86557933
468,128.7392091,35.8763389
469,128.7260987,35.88705781
470,128.7252555,35.88651078
471,128.685447,35.87575499
472,128.6818719,35.8754004
473,128.7217212,35.87091755
474,128.7116187,35.86948662
475,128.5896519,35.86826807
476,128.6359528,35.92644518
477,128.6379657,35.97936885
478,128.7465042,35.87354137
479,128.6712856,35.96187032
480,128.6836788,35.87551287
481,128.7511452,35.87424465
482,128.5847993,35.85984123
483,128.6846881,35.86436056
484,128.7370052,35.88107722
485,128.7113811,35.8920244
486,128.7311749,35.88086297
487,128.6311693,35.88661764
488,128.6020007,35.86694269
489,128.6983799,35.86535072
490,128.6376548,35.9060238
491,128.646765,35.91081221
492,128.652723,35.91099642
493,128.6011854,35.87252665
494,128.6521483,35.88310745
495,128.6385572,35.92719984
496,128.5841642,35.85727377
497,128.6307707,35.88912456
498,128.6366271,35.88437718
499,128.643916,35.88738864
500,128.6357348,35.88923893
501,128.6455059,35.88351959
502,128.6470773,35.8808914
503,128.6441889,35.88276346
504,128.6488573,35.88137869
505,128.634794,35.88156422
506,128.6466327,35.87953125
507,128.6451061,35.8777747
508,128.693597,35.93281722
509,128.6398251,35.88241634
510,128.6414752,35.87652401
511,128.6482589,35.87718007
512,128.6498706,35.87983995
513,128.647749,35.87884097
514,128.6341562,35.8759363
515,128.624197,35.87614736
516,128.6186679,35.88425399
517,128.6399102,35.87982926
518,128.6187342,35.8794886
519,128.6380984,35.87674261
520,128.6212779,35.88503508
521,128.6217856,35.88055013
522,128.6231775,35.88439785
523,128.6204206,35.88695744
524,128.6202362,35.88516143
525,128.6116781,35.87781344
526,128.6306512,35.88395195
527,128.6165385,35.87779605
528,128.6181707,35.8810667
529,128.6114059,35.87667696
530,128.6934331,35.93494397
531,128.6586792,35.87889863
532,128.6364221,35.87316874
533,128.6320712,35.87055617
534,128.6392047,35.87328857
535,128.6342978,35.87083934
536,128.6924058,35.93502919
537,128.6227281,35.885501
538,128.6234936,35.88331331
539,128.6358403,35.88816537
540,128.6370519,35.87742849
541,128.638013,35.87547097
542,128.6325019,35.88755926
543,128.6429003,35.8851825
544,128.6432311,35.88618126
545,128.6345696,35.88815156
546,128.6391114,35.87816203
547,128.6371032,35.88604516
548,128.6452083,35.87898884
549,128.6377044,35.87944228
550,128.6391554,35.87712265
551,128.6440421,35.87942691
552,128.6359711,35.87693646
553,128.6289605,35.88964982
554,128.6327056,35.87549824
555,128.633507,35.88348738
556,128.6335511,35.87694327
557,128.6293739,35.88193291
558,128.6434679,35.88361782
559,128.6445164,35.87589985
560,128.6388235,35.88454118
561,128.6268277,35.87924667
562,128.6455769,35.88186583
563,128.6283092,35.89046625
564,128.6280561,35.88747455
565,128.6421276,35.88382035
566,128.6410923,35.88625823
567,128.6428182,35.88276386
568,128.6376072,35.88933643
569,128.6463887,35.88440127
570,128.6456713,35.88543078
571,128.638399,35.8856208
572,128.6364885,35.88203756
573,128.6345995,35.88532382
574,128.6373806,35.88809516
575,128.6384493,35.88813241
576,128.6300893,35.88780989
577,128.642169,35.87544337
578,128.6299255,35.88654488
579,128.6264671,35.86941884
580,128.6263169,35.87131656
581,128.6389761,35.87590631
582,128.6268015,35.88084846
583,128.636771,35.8720753
584,128.6408649,35.87497
585,128.6488839,35.87846699
586,128.6284593,35.88304295
587,128.6325959,35.88538942
588,128.6374462,35.8783599
589,128.6401769,35.8882581
590,128.6452032,35.88638176
591,128.635053,35.87861072
592,128.6347012,35.89001423
593,128.6299705,35.88109112
594,128.7167858,35.86971064
595,128.6184599,35.87660865
596,128.6514455,35.88050511
597,128.626927,35.87722103
598,128.6210676,35.887965
599,128.6283015,35.88861097
600,128.6369577,35.89075349
601,128.6355652,35.87529976
602,128.6374319,35.88369966
603,128.7095993,35.86185549
604,128.6458038,35.88057127
605,128.632652,35.88965155
606,128.6311907,35.8850481
607,128.6300799,35.8826685
608,128.6288745,35.87294509
609,128.6300279,35.87204066
610,128.6280049,35.86907666
611,128.6184334,35.86941702
612,128.6195481,35.86853592
613,128.6258487,35.87269192
614,128.6224324,35.87301702
615,128.6229221,35.87465019
616,128.6236811,35.86986774
617,128.6196802,35.87403244
618,128.6242321,35.87263545
619,128.6203453,35.87227574
620,128.6219958,35.87408222
621,128.6233825,35.87349759
622,128.6207122,35.86952306
623,128.6344679,35.87474025
624,128.6310781,35.8711945
625,128.6171418,35.87055941
626,128.6274163,35.86784941
627,128.6240198,35.87441278
628,128.6381926,35.87337396
629,128.640726,35.87330269
630,128.6346281,35.86966985
631,128.633518,35.8868279
632,128.6335503,35.88909718
633,128.6330714,35.88140781
634,128.6328809,35.88429142
635,128.7029202,35.93235246
636,128.6271719,35.87470597
637,128.6277385,35.87284594
638,128.6256246,35.87458872
639,128.6257228,35.86791276
640,128.6214854,35.87018968
641,128.6211529,35.87139503
642,128.6325013,35.87165099
643,128.6225367,35.87034482
644,128.6157584,35.87363968
645,128.6172177,35.8738379
646,128.6179557,35.87454925
647,128.62074139999999,35.87327447
648,128.6239398,35.89022037
649,128.6240866,35.88635266
650,128.6231628,35.88059459
651,128.6246344,35.88844823
652,128.6193686,35.8702057
653,128.7509483,35.87326088
654,128.6173251,35.872043
655,128.6381811,35.93082567
656,128.6369038,35.93132606
657,128.6375212,35.92964532
658,128.6226613,35.87197574
659,128.6210763,35.87451109
660,128.6323249,35.87687536
661,128.6444112,35.93014902
662,128.6323238,35.88302245
663,128.6211382,35.8681585
664,128.6367164,35.92560328
665,128.6384766,35.9291986
666,128.6447155,35.928483
667,128.6438332,35.92604667
668,128.6461525,35.90932766
669,128.6358855,35.90126588
670,128.6375448,35.90084998
671,128.6362876,35.90459893
672,128.6358909,35.90265934
673,128.6345629,35.90524191
674,128.6312613,35.8881578
675,128.6297802,35.88543968
676,128.667065,35.92516947
677,128.6644089,35.92529499
678,128.6718999,35.92762713
679,128.6711475,35.92598631
680,128.6790707,35.92946456
681,128.6341912,35.87334765
682,128.635134,35.8738163
683,128.6366017,35.87418156
684,128.632486,35.87434859
685,128.6865876,35.87824406
686,128.6945549,35.95625988
687,128.6972287,35.88401306
688,128.706128,35.96082301
689,128.7095402,35.93597504
690,128.6871152,35.87395546
691,128.6955672,35.87352717
692,128.7098795,35.87027929
693,128.7174617,35.86615703
694,128.7418122,35.96506115
695,128.6962346,35.95558616
696,128.6487518,35.91085086
697,128.650358,35.91048146
698,128.6521283,35.90999031
699,128.7034757,35.87585269
700,128.6222261,35.87559403
701,128.6953638,35.95443348
702,128.6968925,35.95354403
703,128.6423504,35.87702128
704,128.7190887,35.86723786
705,128.6997913,35.86983978
706,128.7044095,35.87531376
707,128.7066778,35.86978136
708,128.7129568,35.87014528
709,128.7365711,35.87061976
710,128.6901522,35.89996838
711,128.6902031,35.93458959
712,128.6997918,35.8712252
713,128.714212,35.87027192
714,128.64271,35.91501542
715,128.671639,35.95794949
716,128.6901447,35.86382447
717,128.7108511,35.87179003
718,128.6498525,35.88791768
719,128.6502767,35.98136936
720,128.7044331,35.86304295
721,128.7139074,35.87331484
722,128.6740722,35.89774256
723,128.6842817,35.97195003
724,128.7149553,35.8737471
725,128.6398162,35.88556062
726,128.7207037,35.87559579
727,128.6429012,35.87407766
728,128.6510286,35.98220515
729,128.6521896,35.88956044
730,128.6157824,35.88195797
731,128.6182088,35.86827924
732,128.6514069,35.89338461
733,128.6249117,35.88518834
734,128.6429039,35.87840399
735,128.6460656,35.91516
736,128.6470571,35.93083712
737,128.6479822,35.92204903
738,128.6181347,35.99549151
739,128.696825,35.87129479
740,128.6842974,35.87784588
741,128.6832683,35.87687106
742,128.7577717,35.87020132
743,128.71194,35.8767972
744,128.6238052,35.9841178
745,128.7552632,35.87474016
746,128.753766,35.87493566
747,128.7022234,35.87871943
748,128.7525714,35.85809429
749,128.7126982,35.86286831
750,128.6624753,35.88118158
751,128.6879675,35.88846508
752,128.6881457,35.95927092
753,128.6887893,35.95799358
754,128.6897591,35.90773967
755,128.6527781,35.88707639
756,128.65423,35.97083676
757,128.6752841,35.98753934
758,128.6220717,35.9950316
759,128.6479526,35.9318477
760,128.7071203,35.87829041
761,128.7579177,35.88206322
762,128.6486359,35.92324835
763,128.6508379,35.88750183
764,128.6393574,35.94247904
765,128.6489871,35.88273397
766,128.6453573,35.89391733
767,128.6400376,35.896418
768,128.716638,35.88620053
769,128.7232162,35.88661114
770,128.6143205,35.88017029
771,128.6420928,35.89408425
772,128.6485685,35.87995828
773,128.6524406,35.88183365
774,128.7485587,35.87289476
775,128.7104847,35.87692071
776,128.7128661,35.86752771
777,128.729055,35.87284032
778,128.7371478,35.87340203
779,128.6743629,35.95748664
780,128.682092,35.95268625
781,128.6952879,35.88107434
782,128.6982915,35.87162198
783,128.7016522,35.93326918
784,128.707144,35.96583378
785,128.6643413,35.88683572
786,128.6677868,35.88022907
787,128.666242,35.87820844
788,128.7117958,35.95162771
789,128.6195082,35.88266926
790,128.6615282,35.8839434
791,128.6626324,35.88424096
792,128.6656846,35.88157451
793,128.6672837,35.88250072
794,128.7135042,35.87489525
795,128.71974,35.87506986
796,128.6420935,35.9300801
797,128.6931969,35.89837144
798,128.6255114,35.98768983
799,128.6203766,35.98481865
800,128.6844439,35.96460888
801,128.6913743,35.95684293
802,128.7058671,35.8741385
803,128.7077384,35.87370474
804,128.6618742,35.88721175
805,128.6741418,35.87894077
806,128.6482344,35.91301421
807,128.6609058,35.88515578
808,128.7338647,35.86895702
809,128.7346769,35.86382529
810,128.7433341,35.96567572
811,128.6219115,35.99222128
812,128.6537465,35.88753986
813,128.648377,35.89208627
814,128.7156234,35.86705943
815,128.6602233,35.88232216
816,128.6714324,35.95254844
817,128.6735635,35.98852008
818,128.677384,35.90372437
819,128.7062418,35.87142955
820,128.6249841,35.9857625
821,128.7416581,35.85872275
822,128.7428003,35.88027948
823,128.7175752,35.86779671
824,128.7425585,35.88538033
825,128.6521572,35.89187495
826,128.6597846,35.88591442
827,128.6974839,35.88248674
828,128.6648589,35.88434708
829,128.6658492,35.88556291
830,128.6694122,35.88251671
831,128.6704131,35.88028825
832,128.6704914,35.88223631
833,128.7422104,35.85984658
834,128.635334,35.8803332
835,128.6363588,35.8794121
836,128.6357781,35.87086229
837,128.6290202,35.86731406
838,128.6210009,35.87847789
839,128.6443953,35.88556969
840,128.6313311,35.8731549
841,128.6289532,35.87435211
842,128.6299696,35.86832424
843,128.6301855,35.87338348
844,128.6300249,35.87477314
845,128.6331709,35.86930941
846,128.6506288,35.87901116
847,128.646754,35.88320228
848,128.6360251,35.8864596
849,128.6379528,35.89062331
850,128.6315349,35.8688229
851,128.6439679,35.88453794
852,128.64215,35.88654336
853,128.7012737,35.86433761
854,128.6339769,35.87852733
855,128.6412159,35.87828137
856,128.6392631,35.88913152
857,128.6442951,35.90749156
858,128.6433892,35.87716602
859,128.6462968,35.87598381
860,128.6346109,35.88287207
861,128.6304544,35.87026671
862,128.702505,35.86395321
863,128.6395952,35.88715625
864,128.6404287,35.89252013
865,128.6503281,35.88133387
866,128.6538476,35.8813496
867,128.6976453,35.93124381
868,128.6404069,35.87738389
869,128.675194,35.91542787
870,128.6448028,35.89059641
871,128.637922,35.8944505
872,128.6333387,35.9031952
873,128.6347276,35.90626462
874,128.674959,35.91424883
875,128.6370241,35.90368079
876,128.6413251,35.90588505
877,128.6759795,35.91728387
878,128.7064569,35.86326424
879,128.6872354,35.86855772
880,128.6190315,35.88547693
881,128.7033222,35.86819496
882,128.7046423,35.86941262
883,128.6246469,35.88310714
884,128.6246541,35.88134973
885,128.6222005,35.88899037
886,128.6235294,35.88188331
887,128.6850094,35.87446422
888,128.699561,35.868258
889,128.7058311,35.87814181
890,128.703863,35.88081888
891,128.7019872,35.86988138
892,128.6997458,35.86605565
893,128.7054229,35.87063013
894,128.7102494,35.8690556
895,128.7152013,35.86957451
896,128.7034409,35.87075728
897,128.7143843,35.87160491
898,128.6402602,35.8837323
899,128.7186648,35.87361098
900,128.7124724,35.87110393
901,128.7207824,35.86987976
902,128.7023386,35.87421774
903,128.6953056,35.86318911
904,128.6939888,35.86420782
905,128.6446904,35.91090611
906,128.6441544,35.91221851
907,128.6441246,35.90993692
908,128.6613833,35.88120914
909,128.6399803,35.98854792
910,128.7058491,35.99179517
911,128.6432745,35.91140592
912,128.6437359,35.89330709
913,128.6434614,35.92737432
914,128.7164244,35.96037312
915,128.6403516,35.89507317
916,128.6414912,35.89567712
917,128.6387737,35.89590468
918,128.6155529,35.87998966
919,128.6354771,35.89926214
920,128.6413647,35.91196686
921,128.6437818,35.91564306
922,128.6472462,35.90795272
923,128.6473858,35.90938953
924,128.6424322,35.91335715
925,128.6447689,35.89689769
926,128.6780865,35.9307047
927,128.6738502,35.93144094
928,128.6883006,35.8998296
929,128.6392297,35.98538695
930,128.6371946,35.89561709
931,128.6360041,35.89566005
932,128.6457657,35.91258311
933,128.6577345,35.88814113
934,128.691566,35.86160174
935,128.6931928,35.86551708
936,128.6702369,35.9243433
937,128.6920193,35.862904
938,128.6407544,35.98619005
939,128.6979709,35.86867928
940,128.6471014,35.89419983
941,128.687163,35.87689833
942,128.6447059,35.89230483
943,128.6508359,35.90941461
944,128.6425217,35.91073288
945,128.6458562,35.90703772
946,128.6488121,35.90746398
947,128.6451057,35.91351917
948,128.6993601,35.86415441
949,128.6442216,35.914392
950,128.7601331,35.86955426
951,128.7455612,35.85492181
952,128.742125,35.96375872
953,128.7331379,35.96628882
954,128.6935511,35.99111317
955,128.674852,35.98572026
956,128.6226728,35.9845259
957,128.6972316,35.9548987
958,128.6559094,35.88059353
959,128.6466822,35.89523418
960,128.6393019,35.9088342
961,128.6434917,35.89680068
962,128.6381036,35.89922163
963,128.6505936,35.89125392
964,128.6571403,35.88444615
965,128.6711629,35.88344863
966,128.6849003,35.89717584
967,128.6756293,35.91053294
968,128.6462241,35.9141486
969,128.6417627,35.91584213
970,128.6414865,35.88231679
971,128.6250236,35.8703023
972,128.6435454,35.89179794
973,128.6396087,35.87502822
974,128.6279776,35.87541286
975,128.6578159,35.8766912
976,128.643619,35.8749639
977,128.6336751,35.87185695
978,128.6409923,35.91901765
979,128.6459335,35.91893126
980,128.644826,35.92028916
981,128.7468618,35.86862259
982,128.6944568,35.86721602
983,128.7031357,35.86963869
984,128.6462796,35.93221537
985,128.6381792,35.87443097
986,128.6244192,35.86893669
987,128.6330192,35.87332259
988,128.6226125,35.86874736
989,128.6971908,35.93017788
990,128.6257844,35.88025403
991,128.6164534,35.87596136
992,128.6384462,35.88662201
993,128.6373184,35.92758847
994,128.6494616,35.90997278
995,128.6480515,35.91434689
996,128.6326069,35.86835572
997,128.7217279,35.93393956
998,128.7256295,35.93507635
999,128.7201546,35.93634771
1000,128.7194409,35.93314159
1001,128.6931606,35.95943896
1002,128.7052936,35.86221967
1003,128.6236526,35.88906255
1004,128.6221802,35.8785723
1005,128.6199088,35.88809878
1006,128.6193607,35.88122494
